"landtype","spp","poolID","amountAtT0"
"485","ABIE.BAL","5",200
"485","ABIE.BAL","6",852
"485","ABIE.BAL","7",1897
"485","ABIE.BAL","8",120
"485","ABIE.BAL","9",64
"485","ABIE.BAL","10",0
"487","ABIE.BAL","1",49
"487","ABIE.BAL","2",10
"487","ABIE.BAL","3",105
"487","ABIE.BAL","4",11
"487","ABIE.BAL","5",196
"487","ABIE.BAL","6",719
"487","ABIE.BAL","7",1687
"487","ABIE.BAL","8",106
"487","ABIE.BAL","9",39
"487","ABIE.BAL","10",0
"488","ABIE.BAL","1",22
"488","ABIE.BAL","2",5
"488","ABIE.BAL","3",36
"488","ABIE.BAL","4",5
"488","ABIE.BAL","5",100
"488","ABIE.BAL","6",280
"488","ABIE.BAL","7",694
"488","ABIE.BAL","8",59
"488","ABIE.BAL","9",14
"488","ABIE.BAL","10",0
"491","ABIE.BAL","1",9
"491","ABIE.BAL","2",2
"491","ABIE.BAL","3",21
"491","ABIE.BAL","4",2
"491","ABIE.BAL","5",3
"491","ABIE.BAL","6",106
"491","ABIE.BAL","7",265
"491","ABIE.BAL","8",0
"491","ABIE.BAL","9",11
"491","ABIE.BAL","10",0
"493","ABIE.BAL","1",41
"493","ABIE.BAL","2",6
"493","ABIE.BAL","3",86
"493","ABIE.BAL","4",8
"493","ABIE.BAL","5",208
"493","ABIE.BAL","6",644
"493","ABIE.BAL","7",1466
"493","ABIE.BAL","8",130
"493","ABIE.BAL","9",33
"493","ABIE.BAL","10",0
"496","ABIE.BAL","1",37
"496","ABIE.BAL","2",6
"496","ABIE.BAL","3",99
"496","ABIE.BAL","4",9
"496","ABIE.BAL","5",135
"496","ABIE.BAL","6",601
"496","ABIE.BAL","7",1354
"496","ABIE.BAL","8",75
"496","ABIE.BAL","9",49
"496","ABIE.BAL","10",0
"497","ABIE.BAL","1",43
"497","ABIE.BAL","2",7
"497","ABIE.BAL","3",116
"497","ABIE.BAL","4",10
"497","ABIE.BAL","5",164
"497","ABIE.BAL","6",703
"497","ABIE.BAL","7",1584
"497","ABIE.BAL","8",90
"497","ABIE.BAL","9",57
"497","ABIE.BAL","10",0
"498","ABIE.BAL","1",26
"498","ABIE.BAL","2",4
"498","ABIE.BAL","3",73
"498","ABIE.BAL","4",7
"498","ABIE.BAL","5",71
