"landtype","spp","poolID","amountAtT0"
"249","ABIE.BAL","3",200
"249","ABIE.BAL","4",16
"249","ABIE.BAL","5",220
"249","ABIE.BAL","6",1008
"249","ABIE.BAL","7",2172
"249","ABIE.BAL","8",104
"249","ABIE.BAL","9",77
"249","ABIE.BAL","10",0
"254","ABIE.BAL","1",146
"254","ABIE.BAL","2",12
"254","ABIE.BAL","3",275
"254","ABIE.BAL","4",24
"254","ABIE.BAL","5",229
"254","ABIE.BAL","6",1273
"254","ABIE.BAL","7",2641
"254","ABIE.BAL","8",115
"254","ABIE.BAL","9",105
"254","ABIE.BAL","10",0
"297","ABIE.BAL","1",72
"297","ABIE.BAL","2",13
"297","ABIE.BAL","3",168
"297","ABIE.BAL","4",14
"297","ABIE.BAL","5",237
"297","ABIE.BAL","6",871
"297","ABIE.BAL","7",1970
"297","ABIE.BAL","8",88
"297","ABIE.BAL","9",46
"297","ABIE.BAL","10",0
"302","ABIE.BAL","1",0
"302","ABIE.BAL","2",0
"302","ABIE.BAL","3",0
"302","ABIE.BAL","4",0
"302","ABIE.BAL","5",0
"302","ABIE.BAL","6",0
"302","ABIE.BAL","7",0
"302","ABIE.BAL","8",0
"302","ABIE.BAL","9",0
"302","ABIE.BAL","10",0
"314","ABIE.BAL","1",143
"314","ABIE.BAL","2",12
"314","ABIE.BAL","3",300
"314","ABIE.BAL","4",21
"314","ABIE.BAL","5",456
"314","ABIE.BAL","6",1527
"314","ABIE.BAL","7",3207
"314","ABIE.BAL","8",258
"314","ABIE.BAL","9",116
"314","ABIE.BAL","10",0
"315","ABIE.BAL","1",90
"315","ABIE.BAL","2",10
"315","ABIE.BAL","3",202
"315","ABIE.BAL","4",15
"315","ABIE.BAL","5",273
"315","ABIE.BAL","6",1032
"315","ABIE.BAL","7",2240
"315","ABIE.BAL","8",145
"315","ABIE.BAL","9",74
"315","ABIE.BAL","10",0
"318","ABIE.BAL","1",99
"318","ABIE.BAL","2",11
"318","ABIE.BAL","3",211
"318","ABIE.BAL","4",15
"318","ABIE.BAL","5",270
"318","ABIE.BAL","6",1050
"318","ABIE.BAL","7",2266
"318","ABIE.BAL","8",146
"318","ABIE.BAL","9",79
"318","ABIE.BAL","10",0
"320","ABIE.BAL","1",92
"320","ABIE.BAL","2",11
"320","ABIE.BAL","3",218
"320","ABIE.BAL","4",15
"320","ABIE.BAL","5",228
"320","ABIE.BAL","6",1043
"320","ABIE.BAL","7",2243
"320","ABIE.BAL","8",115
"320","ABIE.BAL","9",79
"320","ABIE.BAL","10",0
"324","ABIE.BAL","1",79
"324","ABIE.BAL","2",7
"324","ABIE.BAL","3",179
"324","ABIE.BAL","4",13
"324","ABIE.BAL","5",235
"324","ABIE.BAL","6",920
"324","ABIE.BAL","7",2027
"324","ABIE.BAL","8",125
"324","ABIE.BAL","9",63
"324","ABIE.BAL","10",0
"325","ABIE.BAL","1",111
"325","ABIE.BAL","2",9
"325","ABIE.BAL","3",164
"325","ABIE.BAL","4",22
"325","ABIE.BAL","5",145
"325","ABIE.BAL","6",864
"325","ABIE.BAL","7",1830
"325","ABIE.BAL","8",64
"325","ABIE.BAL","9",63
"325","ABIE.BAL","10",0
"328","ABIE.BAL","1",109
"328","ABIE.BAL","2",11
"328","ABIE.BAL","3",258
"328","ABIE.BAL","4",19
"328","ABIE.BAL","5",302
"328","ABIE.BAL","6",1274
"328","ABIE.BAL","7",2717
"328","ABIE.BAL","8",160
"328","ABIE.BAL","9",100
"328","ABIE.BAL","10",0
"329","ABIE.BAL","1",47
"329","ABIE.BAL","2",5
"329","ABIE.BAL","3",116
"329","ABIE.BAL","4",8
"329","ABIE.BAL","5",110
"329","ABIE.BAL","6",569
"329","ABIE.BAL","7",1258
"329","ABIE.BAL","8",45
"329","ABIE.BAL","9",45
"329","ABIE.BAL","10",0
"333","ABIE.BAL","1",160
"333","ABIE.BAL","2",12
"333","ABIE.BAL","3",256
"333","ABIE.BAL","4",19
"333","ABIE.BAL","5",729
"333","ABIE.BAL","6",1613
"333","ABIE.BAL","7",3384
"333","ABIE.BAL","8",437
"333","ABIE.BAL","9",102
"333","ABIE.BAL","10",0
"334","ABIE.BAL","1",94
"334","ABIE.BAL","2",9
"334","ABIE.BAL","3",164
"334","ABIE.BAL","4",13
"334","ABIE.BAL","5",402
"334","ABIE.BAL","6",977
"334","ABIE.BAL","7",2115
"334","ABIE.BAL","8",225
"334","ABIE.BAL","9",60
"334","ABIE.BAL","10",0
"335","ABIE.BAL","1",54
"335","ABIE.BAL","2",6
"335","ABIE.BAL","3",110
"335","ABIE.BAL","4",9
"335","ABIE.BAL","5",199
"335","ABIE.BAL","6",604
"335","ABIE.BAL","7",1324
"335","ABIE.BAL","8",102
"335","ABIE.BAL","9",39
"335","ABIE.BAL","10",0
"337","ABIE.BAL","1",122
"337","ABIE.BAL","2",11
"337","ABIE.BAL","3",281
"337","ABIE.BAL","4",19
"337","ABIE.BAL","5",362
"337","ABIE.BAL","6",1373
"337","ABIE.BAL","7",2878
"337","ABIE.BAL","8",193
"337","ABIE.BAL","9",103
"337","ABIE.BAL","10",0
"338","ABIE.BAL","1",17
"338","ABIE.BAL","2",1
"338","ABIE.BAL","3",56
"338","ABIE.BAL","4",4
"338","ABIE.BAL","5",45
"338","ABIE.BAL","6",269
"338","ABIE.BAL","7",612
"338","ABIE.BAL","8",16
"338","ABIE.BAL","9",16
"338","ABIE.BAL","10",0
"339","ABIE.BAL","1",113
"339","ABIE.BAL","2",11
"339","ABIE.BAL","3",279
"339","ABIE.BAL","4",20
