LandisData "ForC Succession"

ClimateTable
>>Time	Eco	AvgT
>>Step		(C)
0	75	0.0141717587528681
0	76	0.0810470519139142
0	77	0.155229199873774
0	78	0.0680825081920248
0	80	-0.043731276359823
0	114	1.10833336537083
0	115	1.11177326863011
0	139	1.09762328863144
0	168	0.413959493546089
0	169	0.375645264097228
0	172	0.610962930655372
0	178	0.509139990160776
0	189	0.370293176184346
0	215	0.557627288831605
0	240	0.433557430193538
0	249	1.23853735089991
0	254	1.27884404677879
0	297	0.186848049362501
0	314	1.47597333670492
0	315	1.58487396107544
0	318	1.46831841608043
0	320	1.53111008833848
0	324	1.66174085524635
0	325	1.03415530198315
0	328	1.6784775367587
0	329	1.33487016650745
0	333	1.054152714399
0	334	1.10470873253614
0	335	1.08481544926541
0	337	1.46407598205325
0	338	1.17400056744615
0	339	1.8215873432218
0	352	1.90470539778471
0	353	2.17196816877283
0	355	1.08921888007206
0	357	2.54860807528683
0	359	1.80071676391164
0	362	1.40519465198593
0	385	2.35715705545714
0	386	2.37066391852328
0	387	2.4902499342579
0	388	2.44505139601727
0	389	2.95574834764004
0	390	2.32445463913405
0	391	2.58276197702988
0	392	2.16681609261727
0	393	2.6630855302764
0	394	2.20203713282861
0	395	2.52763952811559
0	397	2.90372426989602
0	400	2.62299478848775
0	421	2.14340847730637
0	425	2.72485953569412
