ID_POE,category_order,Category,latitude,longitude,biome,reg_eco,VEG_POT,ind,codInd,Total_SOC,SOC_mineral,SOC_organic
9201101505,2,intolerant hardwood,45.535322,-72.010715,Temperate,2c,FE2,FE2_2c,516,91.4765729891667,58.2925595591667,33.18401343
9201108305,2,intolerant hardwood,45.229238,-72.029174,Boreal,2c,FE2,FE2_2c,516,132.753302439058,79.658880951058,53.094421488
9201107904,2,intolerant hardwood,45.50745,-71.847179,Temperate,2c,FE2,FE2_2c,516,146.273686045697,81.0720569056973,65.20162914
9201110102,2,intolerant hardwood,45.448083,-72.417695,Temperate,2c,FE2,FE2_2c,516,174.196166679155,119.608756205555,54.5874104736
9301010305,2,intolerant hardwood,45.044574,-72.528405,Temperate,2c,FE2,FE2_2c,516,196.911180840263,157.107860703263,39.803320137
9301003702,3,Mixed,45.291084,-72.645798,Temperate,2c,FE2,FE2_2c,516,130.413177872373,89.8458672731733,40.5673105992
9002709605,1,tolerant hardwood,46.466462,-76.192834,Temperate,3a,FE2,FE2_3a,465,47.4821626916379,3.20181956363789,44.280343128
9002601901,1,tolerant hardwood,46.144355,-77.221143,Temperate,3a,FE2,FE2_3a,465,70.4582573393665,38.8294408193664,31.62881652
9002705704,1,tolerant hardwood,46.187018,-76.192127,Temperate,3a,FE2,FE2_3a,465,92.2393955144274,66.9363422984274,25.303053216
9002601903,1,tolerant hardwood,46.142411,-77.21704,Temperate,3a,FE2,FE2_3a,465,97.0423015060124,59.0877216820124,37.954579824
9002706101,1,tolerant hardwood,46.288844,-76.214399,Temperate,3a,FE2,FE2_3a,465,99.2409204518235,67.6121039318235,31.62881652
9002706705,1,tolerant hardwood,46.108762,-76.298302,Temperate,3a,FE2,FE2_3a,465,131.659404575093,100.030588055093,31.62881652
9002706806,1,tolerant hardwood,46.031965,-76.336328,Temperate,3a,FE2,FE2_3a,465,176.402047236511,144.773230716511,31.62881652
9002707304,1,tolerant hardwood,45.954754,-76.44809,Temperate,3a,FE2,FE2_3a,465,194.493249516409,143.887143084409,50.606106432
9002600702,1,tolerant hardwood,45.907388,-76.831599,Temperate,3a,FE2,FE2_3a,465,197.370005883404,159.415426059404,37.954579824
9002601504,1,tolerant hardwood,46.098313,-76.787034,Temperate,3a,FE2,FE2_3a,465,231.636064266088,200.007247746088,31.62881652
9002709904,1,tolerant hardwood,46.460304,-76.334333,Temperate,3a,FE2,FE2_3a,465,234.900909896367,203.272093376367,31.62881652
9002604604,2,intolerant hardwood,46.173766,-77.400242,Temperate,3a,FE2,FE2_3a,465,179.377753694157,157.645265873157,21.732487821
9002707006,3,Mixed,45.982417,-76.619127,Temperate,3a,FE2,FE2_3a,465,177.869075986992,127.262969554992,50.606106432
9002801804,1,tolerant hardwood,46.115591,-75.098659,Temperate,3b,FE2,FE2_3b,449,36.9134727144235,11.6104194984235,25.303053216
9002709003,1,tolerant hardwood,46.63656,-76.116836,Temperate,3b,FE2,FE2_3b,449,49.1639635758335,8.59665297663347,40.5673105992
9002806003,1,tolerant hardwood,46.63659,-75.469362,Temperate,3b,FE2,FE2_3b,449,53.5123141951578,15.5577343711578,37.954579824
9002809105,1,tolerant hardwood,46.468105,-75.765414,Temperate,3b,FE2,FE2_3b,449,65.1376847937539,20.8573416657539,44.280343128
9002803602,1,tolerant hardwood,46.353111,-75.553289,Temperate,3b,FE2,FE2_3b,449,78.9710168472198,47.3422003272198,31.62881652
9002807006,1,tolerant hardwood,46.522883,-75.84301,Temperate,3b,FE2,FE2_3b,449,80.4843968654899,48.8555803454898,31.62881652
9002709202,1,tolerant hardwood,46.668745,-76.210104,Temperate,3b,FE2,FE2_3b,449,81.2673754915312,49.6385589715312,31.62881652
9301112005,1,tolerant hardwood,45.905322,-74.611804,Temperate,3b,FE2,FE2_3b,449,87.303422567907,55.674606047907,31.62881652
9002702102,1,tolerant hardwood,45.946369,-75.662263,Temperate,3b,FE2,FE2_3b,449,91.293597983088,53.339018159088,37.954579824
9002807105,1,tolerant hardwood,46.546947,-75.760191,Temperate,3b,FE2,FE2_3b,449,98.5494824667449,79.5721925547449,18.977289912
9002700804,1,tolerant hardwood,45.845512,-75.377015,Temperate,3b,FE2,FE2_3b,449,101.090787764483,63.1362079404829,37.954579824
9002806103,1,tolerant hardwood,46.74498,-75.309763,Temperate,3b,FE2,FE2_3b,449,123.675981315649,85.7214014916491,37.954579824
9002800902,1,tolerant hardwood,45.945376,-74.98857,Temperate,3b,FE2,FE2_3b,449,130.736863692195,54.827704044195,75.909159648
9002806401,1,tolerant hardwood,46.708349,-75.22166,Temperate,3b,FE2,FE2_3b,449,140.828990585978,96.5486474579783,44.280343128
9002808404,1,tolerant hardwood,46.55096,-75.438017,Temperate,3b,FE2,FE2_3b,449,143.020494230901,111.391677710901,31.62881652
9002801004,1,tolerant hardwood,46.111299,-74.972902,Temperate,3b,FE2,FE2_3b,449,161.795442310498,98.5378092704984,63.25763304
9002808405,1,tolerant hardwood,46.549736,-75.438002,Temperate,3b,FE2,FE2_3b,449,162.407760629302,130.778944109302,31.62881652
9002700605,1,tolerant hardwood,45.82039,-75.267091,Temperate,3b,FE2,FE2_3b,449,172.004004604106,108.746371564106,63.25763304
9002700802,1,tolerant hardwood,45.840046,-75.3784,Temperate,3b,FE2,FE2_3b,449,196.58238608475,145.97627965275,50.606106432
9002810002,1,tolerant hardwood,46.478619,-75.368929,Temperate,3b,FE2,FE2_3b,449,199.79078532554,161.83620550154,37.954579824
9002803203,1,tolerant hardwood,46.356255,-75.194616,Temperate,3b,FE2,FE2_3b,449,209.199156027946,164.918812899946,44.280343128
9002808806,1,tolerant hardwood,46.411667,-75.735123,Temperate,3b,FE2,FE2_3b,449,212.398753488282,168.118410360282,44.280343128
9002803202,1,tolerant hardwood,46.354601,-75.193992,Temperate,3b,FE2,FE2_3b,449,217.629010369428,192.325957153428,25.303053216
9002702505,1,tolerant hardwood,45.979593,-75.760789,Temperate,3b,FE2,FE2_3b,449,225.414863782242,187.460283958242,37.954579824
9002701803,1,tolerant hardwood,45.864088,-75.035715,Temperate,3b,FE2,FE2_3b,449,242.526498044438,204.571918220438,37.954579824
9002805402,2,intolerant hardwood,46.657985,-75.950049,Boreal,3b,FE2,FE2_3b,449,146.739020737595,101.097880339595,45.641140398
9002803505,2,intolerant hardwood,46.281892,-75.563419,Temperate,3b,FE2,FE2_3b,449,149.491510856789,103.850370458789,45.641140398
9301101102,1,tolerant hardwood,46.568544,-72.939839,Temperate,3c,FE2,FE2_3c,421,112.711553713807,62.1054472818073,50.606106432
9301111203,1,tolerant hardwood,46.301002,-74.646075,Temperate,3c,FE2,FE2_3c,421,124.398317664871,111.746791056871,12.651526608
9301110806,1,tolerant hardwood,45.767929,-74.054651,Temperate,3c,FE2,FE2_3c,421,136.166952655931,110.863899439931,25.303053216
9301106705,1,tolerant hardwood,45.989923,-73.83726,Temperate,3c,FE2,FE2_3c,421,139.436796178778,114.133742962778,25.303053216
9301101405,1,tolerant hardwood,46.448274,-72.949221,Temperate,3c,FE2,FE2_3c,421,147.094109809686,109.139529985686,37.954579824
9301106402,1,tolerant hardwood,45.866614,-73.939452,Temperate,3c,FE2,FE2_3c,421,149.307143742131,130.329853830131,18.977289912
9301110904,1,tolerant hardwood,45.864619,-74.159882,Temperate,3c,FE2,FE2_3c,421,164.2686719598,138.9656187438,25.303053216
9301102205,1,tolerant hardwood,46.218371,-73.486921,Temperate,3c,FE2,FE2_3c,421,164.483051101378,132.854234581378,31.62881652
9301103301,1,tolerant hardwood,46.100117,-73.912484,Temperate,3c,FE2,FE2_3c,421,235.053561139673,106.738154608673,128.315406531
9301109303,1,tolerant hardwood,45.719186,-74.433287,Temperate,3c,FE2,FE2_3c,421,238.205638869017,193.925295741017,44.280343128
9301104002,1,tolerant hardwood,46.025072,-74.349827,Temperate,3c,FE2,FE2_3c,421,239.595066295492,192.266537263092,47.3285290324
9301103902,2,intolerant hardwood,46.077503,-74.33376,Temperate,3c,FE2,FE2_3c,421,222.022896329375,168.928474841375,53.094421488
9002903902,1,tolerant hardwood,46.040016,-71.487602,Temperate,3d,FE2,FE2_3d,418,74.0409439781145,29.7606008501145,44.280343128
9201002304,1,tolerant hardwood,45.911699,-71.445119,Temperate,3d,FE2,FE2_3d,418,85.2901371546965,41.0097940266965,44.280343128
9201004102,1,tolerant hardwood,46.195253,-70.372718,Temperate,3d,FE2,FE2_3d,418,91.7480625160879,34.8161927800878,56.931869736
9201010101,1,tolerant hardwood,45.391219,-71.048822,Temperate,3d,FE2,FE2_3d,418,92.2248195393776,60.5960030193776,31.62881652
9201103703,1,tolerant hardwood,46.048542,-71.795169,Temperate,3d,FE2,FE2_3d,418,98.4621384392072,79.4848485272072,18.977289912
8830601004,1,tolerant hardwood,46.473153,-71.086567,Temperate,3d,FE2,FE2_3d,418,113.49488703528,37.5857273872797,75.909159648
9201110601,1,tolerant hardwood,45.221751,-71.787059,Temperate,3d,FE2,FE2_3d,418,124.962047166126,80.681704038126,44.280343128
9201005701,1,tolerant hardwood,45.853045,-71.199766,Temperate,3d,FE2,FE2_3d,418,126.552337245591,99.8496068255912,26.70273042
