landtype,spp,poolID,decayRate_litReview,decayRate_Hararuk,decayRate_CBM,q10_Hararuk,q10_CBM
444,BETU.PAP,1,0,0.345,0.355,2.415,2.65
444,BETU.PAP,2,0,0.349,0.5,2.031,2
444,BETU.PAP,3,0,0.225,0.144,1.154,2
444,BETU.PAP,4,0,0.23,0.144,2.029,2
444,BETU.PAP,5,0.049,0.064,0.037,1.534,2
444,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
444,BETU.PAP,7,0.004,0.004,0.003,1.231,1
444,BETU.PAP,8,0.014,0.014,0.019,1.83,2
444,BETU.PAP,9,0,0.047,0.072,2.004,2
444,BETU.PAP,10,0,0.01,0.01,2,2
445,BETU.PAP,1,0,0.345,0.355,2.415,2.65
445,BETU.PAP,2,0,0.349,0.5,2.031,2
445,BETU.PAP,3,0,0.225,0.144,1.154,2
445,BETU.PAP,4,0,0.23,0.144,2.029,2
445,BETU.PAP,5,0.049,0.064,0.037,1.534,2
445,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
445,BETU.PAP,7,0.004,0.004,0.003,1.231,1
445,BETU.PAP,8,0.014,0.014,0.019,1.83,2
445,BETU.PAP,9,0,0.047,0.072,2.004,2
445,BETU.PAP,10,0,0.01,0.01,2,2
446,BETU.PAP,1,0,0.345,0.355,2.415,2.65
446,BETU.PAP,2,0,0.349,0.5,2.031,2
446,BETU.PAP,3,0,0.225,0.144,1.154,2
446,BETU.PAP,4,0,0.23,0.144,2.029,2
446,BETU.PAP,5,0.049,0.064,0.037,1.534,2
446,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
446,BETU.PAP,7,0.004,0.004,0.003,1.231,1
446,BETU.PAP,8,0.014,0.014,0.019,1.83,2
446,BETU.PAP,9,0,0.047,0.072,2.004,2
446,BETU.PAP,10,0,0.01,0.01,2,2
448,BETU.PAP,1,0,0.345,0.355,2.415,2.65
448,BETU.PAP,2,0,0.349,0.5,2.031,2
448,BETU.PAP,3,0,0.225,0.144,1.154,2
448,BETU.PAP,4,0,0.23,0.144,2.029,2
448,BETU.PAP,5,0.049,0.064,0.037,1.534,2
448,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
448,BETU.PAP,7,0.004,0.004,0.003,1.231,1
448,BETU.PAP,8,0.014,0.014,0.019,1.83,2
448,BETU.PAP,9,0,0.047,0.072,2.004,2
448,BETU.PAP,10,0,0.01,0.01,2,2
449,BETU.PAP,1,0,0.345,0.355,2.415,2.65
449,BETU.PAP,2,0,0.349,0.5,2.031,2
449,BETU.PAP,3,0,0.225,0.144,1.154,2
449,BETU.PAP,4,0,0.23,0.144,2.029,2
449,BETU.PAP,5,0.049,0.064,0.037,1.534,2
449,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
449,BETU.PAP,7,0.004,0.004,0.003,1.231,1
449,BETU.PAP,8,0.014,0.014,0.019,1.83,2
449,BETU.PAP,9,0,0.047,0.072,2.004,2
449,BETU.PAP,10,0,0.01,0.01,2,2
451,BETU.PAP,1,0,0.345,0.355,2.415,2.65
451,BETU.PAP,2,0,0.349,0.5,2.031,2
451,BETU.PAP,3,0,0.225,0.144,1.154,2
451,BETU.PAP,4,0,0.23,0.144,2.029,2
451,BETU.PAP,5,0.049,0.064,0.037,1.534,2
451,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
451,BETU.PAP,7,0.004,0.004,0.003,1.231,1
451,BETU.PAP,8,0.014,0.014,0.019,1.83,2
451,BETU.PAP,9,0,0.047,0.072,2.004,2
451,BETU.PAP,10,0,0.01,0.01,2,2
453,BETU.PAP,1,0,0.345,0.355,2.415,2.65
453,BETU.PAP,2,0,0.349,0.5,2.031,2
453,BETU.PAP,3,0,0.225,0.144,1.154,2
453,BETU.PAP,4,0,0.23,0.144,2.029,2
453,BETU.PAP,5,0.049,0.064,0.037,1.534,2
453,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
453,BETU.PAP,7,0.004,0.004,0.003,1.231,1
453,BETU.PAP,8,0.014,0.014,0.019,1.83,2
453,BETU.PAP,9,0,0.047,0.072,2.004,2
453,BETU.PAP,10,0,0.01,0.01,2,2
462,BETU.PAP,1,0,0.345,0.355,2.415,2.65
462,BETU.PAP,2,0,0.349,0.5,2.031,2
462,BETU.PAP,3,0,0.225,0.144,1.154,2
462,BETU.PAP,4,0,0.23,0.144,2.029,2
462,BETU.PAP,5,0.049,0.064,0.037,1.534,2
462,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
462,BETU.PAP,7,0.004,0.004,0.003,1.231,1
462,BETU.PAP,8,0.014,0.014,0.019,1.83,2
462,BETU.PAP,9,0,0.047,0.072,2.004,2
462,BETU.PAP,10,0,0.01,0.01,2,2
468,BETU.PAP,1,0,0.345,0.355,2.415,2.65
468,BETU.PAP,2,0,0.349,0.5,2.031,2
468,BETU.PAP,3,0,0.225,0.144,1.154,2
468,BETU.PAP,4,0,0.23,0.144,2.029,2
468,BETU.PAP,5,0.049,0.064,0.037,1.534,2
468,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
468,BETU.PAP,7,0.004,0.004,0.003,1.231,1
468,BETU.PAP,8,0.014,0.014,0.019,1.83,2
468,BETU.PAP,9,0,0.047,0.072,2.004,2
468,BETU.PAP,10,0,0.01,0.01,2,2
469,BETU.PAP,1,0,0.345,0.355,2.415,2.65
469,BETU.PAP,2,0,0.349,0.5,2.031,2
469,BETU.PAP,3,0,0.225,0.144,1.154,2
469,BETU.PAP,4,0,0.23,0.144,2.029,2
469,BETU.PAP,5,0.049,0.064,0.037,1.534,2
469,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
469,BETU.PAP,7,0.004,0.004,0.003,1.231,1
469,BETU.PAP,8,0.014,0.014,0.019,1.83,2
469,BETU.PAP,9,0,0.047,0.072,2.004,2
469,BETU.PAP,10,0,0.01,0.01,2,2
471,BETU.PAP,1,0,0.345,0.355,2.415,2.65
471,BETU.PAP,2,0,0.349,0.5,2.031,2
471,BETU.PAP,3,0,0.225,0.144,1.154,2
471,BETU.PAP,4,0,0.23,0.144,2.029,2
471,BETU.PAP,5,0.049,0.064,0.037,1.534,2
471,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
471,BETU.PAP,7,0.004,0.004,0.003,1.231,1
471,BETU.PAP,8,0.014,0.014,0.019,1.83,2
471,BETU.PAP,9,0,0.047,0.072,2.004,2
471,BETU.PAP,10,0,0.01,0.01,2,2
472,BETU.PAP,1,0,0.345,0.355,2.415,2.65
472,BETU.PAP,2,0,0.349,0.5,2.031,2
472,BETU.PAP,3,0,0.225,0.144,1.154,2
472,BETU.PAP,4,0,0.23,0.144,2.029,2
472,BETU.PAP,5,0.049,0.064,0.037,1.534,2
472,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
472,BETU.PAP,7,0.004,0.004,0.003,1.231,1
472,BETU.PAP,8,0.014,0.014,0.019,1.83,2
472,BETU.PAP,9,0,0.047,0.072,2.004,2
472,BETU.PAP,10,0,0.01,0.01,2,2
473,BETU.PAP,1,0,0.345,0.355,2.415,2.65
473,BETU.PAP,2,0,0.349,0.5,2.031,2
473,BETU.PAP,3,0,0.225,0.144,1.154,2
473,BETU.PAP,4,0,0.23,0.144,2.029,2
473,BETU.PAP,5,0.049,0.064,0.037,1.534,2
473,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
473,BETU.PAP,7,0.004,0.004,0.003,1.231,1
473,BETU.PAP,8,0.014,0.014,0.019,1.83,2
473,BETU.PAP,9,0,0.047,0.072,2.004,2
473,BETU.PAP,10,0,0.01,0.01,2,2
474,BETU.PAP,1,0,0.345,0.355,2.415,2.65
474,BETU.PAP,2,0,0.349,0.5,2.031,2
474,BETU.PAP,3,0,0.225,0.144,1.154,2
474,BETU.PAP,4,0,0.23,0.144,2.029,2
474,BETU.PAP,5,0.049,0.064,0.037,1.534,2
474,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
474,BETU.PAP,7,0.004,0.004,0.003,1.231,1
474,BETU.PAP,8,0.014,0.014,0.019,1.83,2
474,BETU.PAP,9,0,0.047,0.072,2.004,2
474,BETU.PAP,10,0,0.01,0.01,2,2
475,BETU.PAP,1,0,0.345,0.355,2.415,2.65
475,BETU.PAP,2,0,0.349,0.5,2.031,2
475,BETU.PAP,3,0,0.225,0.144,1.154,2
475,BETU.PAP,4,0,0.23,0.144,2.029,2
475,BETU.PAP,5,0.049,0.064,0.037,1.534,2
475,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
475,BETU.PAP,7,0.004,0.004,0.003,1.231,1
475,BETU.PAP,8,0.014,0.014,0.019,1.83,2
475,BETU.PAP,9,0,0.047,0.072,2.004,2
475,BETU.PAP,10,0,0.01,0.01,2,2
477,BETU.PAP,1,0,0.345,0.355,2.415,2.65
477,BETU.PAP,2,0,0.349,0.5,2.031,2
477,BETU.PAP,3,0,0.225,0.144,1.154,2
477,BETU.PAP,4,0,0.23,0.144,2.029,2
477,BETU.PAP,5,0.049,0.064,0.037,1.534,2
477,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
477,BETU.PAP,7,0.004,0.004,0.003,1.231,1
477,BETU.PAP,8,0.014,0.014,0.019,1.83,2
477,BETU.PAP,9,0,0.047,0.072,2.004,2
477,BETU.PAP,10,0,0.01,0.01,2,2
478,BETU.PAP,1,0,0.345,0.355,2.415,2.65
478,BETU.PAP,2,0,0.349,0.5,2.031,2
478,BETU.PAP,3,0,0.225,0.144,1.154,2
478,BETU.PAP,4,0,0.23,0.144,2.029,2
478,BETU.PAP,5,0.049,0.064,0.037,1.534,2
478,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
478,BETU.PAP,7,0.004,0.004,0.003,1.231,1
478,BETU.PAP,8,0.014,0.014,0.019,1.83,2
478,BETU.PAP,9,0,0.047,0.072,2.004,2
478,BETU.PAP,10,0,0.01,0.01,2,2
479,BETU.PAP,1,0,0.345,0.355,2.415,2.65
479,BETU.PAP,2,0,0.349,0.5,2.031,2
479,BETU.PAP,3,0,0.225,0.144,1.154,2
479,BETU.PAP,4,0,0.23,0.144,2.029,2
479,BETU.PAP,5,0.049,0.064,0.037,1.534,2
479,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
479,BETU.PAP,7,0.004,0.004,0.003,1.231,1
479,BETU.PAP,8,0.014,0.014,0.019,1.83,2
479,BETU.PAP,9,0,0.047,0.072,2.004,2
479,BETU.PAP,10,0,0.01,0.01,2,2
480,BETU.PAP,1,0,0.345,0.355,2.415,2.65
480,BETU.PAP,2,0,0.349,0.5,2.031,2
480,BETU.PAP,3,0,0.225,0.144,1.154,2
480,BETU.PAP,4,0,0.23,0.144,2.029,2
480,BETU.PAP,5,0.049,0.064,0.037,1.534,2
480,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
480,BETU.PAP,7,0.004,0.004,0.003,1.231,1
480,BETU.PAP,8,0.014,0.014,0.019,1.83,2
480,BETU.PAP,9,0,0.047,0.072,2.004,2
480,BETU.PAP,10,0,0.01,0.01,2,2
481,BETU.PAP,1,0,0.345,0.355,2.415,2.65
481,BETU.PAP,2,0,0.349,0.5,2.031,2
481,BETU.PAP,3,0,0.225,0.144,1.154,2
481,BETU.PAP,4,0,0.23,0.144,2.029,2
481,BETU.PAP,5,0.049,0.064,0.037,1.534,2
481,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
481,BETU.PAP,7,0.004,0.004,0.003,1.231,1
481,BETU.PAP,8,0.014,0.014,0.019,1.83,2
481,BETU.PAP,9,0,0.047,0.072,2.004,2
481,BETU.PAP,10,0,0.01,0.01,2,2
484,BETU.PAP,1,0,0.345,0.355,2.415,2.65
484,BETU.PAP,2,0,0.349,0.5,2.031,2
484,BETU.PAP,3,0,0.225,0.144,1.154,2
484,BETU.PAP,4,0,0.23,0.144,2.029,2
484,BETU.PAP,5,0.049,0.064,0.037,1.534,2
484,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
484,BETU.PAP,7,0.004,0.004,0.003,1.231,1
484,BETU.PAP,8,0.014,0.014,0.019,1.83,2
484,BETU.PAP,9,0,0.047,0.072,2.004,2
484,BETU.PAP,10,0,0.01,0.01,2,2
485,BETU.PAP,1,0,0.345,0.355,2.415,2.65
485,BETU.PAP,2,0,0.349,0.5,2.031,2
485,BETU.PAP,3,0,0.225,0.144,1.154,2
485,BETU.PAP,4,0,0.23,0.144,2.029,2
485,BETU.PAP,5,0.049,0.064,0.037,1.534,2
485,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
485,BETU.PAP,7,0.004,0.004,0.003,1.231,1
485,BETU.PAP,8,0.014,0.014,0.019,1.83,2
485,BETU.PAP,9,0,0.047,0.072,2.004,2
485,BETU.PAP,10,0,0.01,0.01,2,2
487,BETU.PAP,1,0,0.345,0.355,2.415,2.65
487,BETU.PAP,2,0,0.349,0.5,2.031,2
487,BETU.PAP,3,0,0.225,0.144,1.154,2
487,BETU.PAP,4,0,0.23,0.144,2.029,2
487,BETU.PAP,5,0.049,0.064,0.037,1.534,2
487,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
487,BETU.PAP,7,0.004,0.004,0.003,1.231,1
487,BETU.PAP,8,0.014,0.014,0.019,1.83,2
487,BETU.PAP,9,0,0.047,0.072,2.004,2
487,BETU.PAP,10,0,0.01,0.01,2,2
522,BETU.PAP,1,0,0.345,0.355,2.415,2.65
522,BETU.PAP,2,0,0.349,0.5,2.031,2
522,BETU.PAP,3,0,0.225,0.144,1.154,2
522,BETU.PAP,4,0,0.23,0.144,2.029,2
522,BETU.PAP,5,0.049,0.064,0.037,1.534,2
522,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
522,BETU.PAP,7,0.004,0.004,0.003,1.231,1
522,BETU.PAP,8,0.014,0.014,0.019,1.83,2
522,BETU.PAP,9,0,0.047,0.072,2.004,2
522,BETU.PAP,10,0,0.01,0.01,2,2
528,BETU.PAP,1,0,0.345,0.355,2.415,2.65
528,BETU.PAP,2,0,0.349,0.5,2.031,2
528,BETU.PAP,3,0,0.225,0.144,1.154,2
528,BETU.PAP,4,0,0.23,0.144,2.029,2
528,BETU.PAP,5,0.049,0.064,0.037,1.534,2
528,BETU.PAP,6,0.022,0.022,0.015,2.14,2.65
528,BETU.PAP,7,0.004,0.004,0.003,1.231,1
528,BETU.PAP,8,0.014,0.014,0.019,1.83,2
528,BETU.PAP,9,0,0.047,0.072,2.004,2
528,BETU.PAP,10,0,0.01,0.01,2,2
432,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
432,FAGU.GRA,2,0,0.349,0.5,2.031,2
432,FAGU.GRA,3,0,0.225,0.144,1.154,2
432,FAGU.GRA,4,0,0.23,0.144,2.029,2
432,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
432,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
432,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
432,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
432,FAGU.GRA,9,0,0.047,0.072,2.004,2
432,FAGU.GRA,10,0,0.01,0.01,2,2
433,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
433,FAGU.GRA,2,0,0.349,0.5,2.031,2
433,FAGU.GRA,3,0,0.225,0.144,1.154,2
433,FAGU.GRA,4,0,0.23,0.144,2.029,2
433,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
433,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
433,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
433,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
433,FAGU.GRA,9,0,0.047,0.072,2.004,2
433,FAGU.GRA,10,0,0.01,0.01,2,2
434,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
434,FAGU.GRA,2,0,0.349,0.5,2.031,2
434,FAGU.GRA,3,0,0.225,0.144,1.154,2
434,FAGU.GRA,4,0,0.23,0.144,2.029,2
434,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
434,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
434,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
434,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
434,FAGU.GRA,9,0,0.047,0.072,2.004,2
434,FAGU.GRA,10,0,0.01,0.01,2,2
435,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
435,FAGU.GRA,2,0,0.349,0.5,2.031,2
435,FAGU.GRA,3,0,0.225,0.144,1.154,2
435,FAGU.GRA,4,0,0.23,0.144,2.029,2
435,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
435,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
435,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
435,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
435,FAGU.GRA,9,0,0.047,0.072,2.004,2
435,FAGU.GRA,10,0,0.01,0.01,2,2
436,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
436,FAGU.GRA,2,0,0.349,0.5,2.031,2
436,FAGU.GRA,3,0,0.225,0.144,1.154,2
436,FAGU.GRA,4,0,0.23,0.144,2.029,2
436,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
436,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
436,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
436,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
436,FAGU.GRA,9,0,0.047,0.072,2.004,2
436,FAGU.GRA,10,0,0.01,0.01,2,2
437,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
437,FAGU.GRA,2,0,0.349,0.5,2.031,2
437,FAGU.GRA,3,0,0.225,0.144,1.154,2
437,FAGU.GRA,4,0,0.23,0.144,2.029,2
437,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
437,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
437,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
437,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
437,FAGU.GRA,9,0,0.047,0.072,2.004,2
437,FAGU.GRA,10,0,0.01,0.01,2,2
438,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
438,FAGU.GRA,2,0,0.349,0.5,2.031,2
438,FAGU.GRA,3,0,0.225,0.144,1.154,2
438,FAGU.GRA,4,0,0.23,0.144,2.029,2
438,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
438,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
438,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
438,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
438,FAGU.GRA,9,0,0.047,0.072,2.004,2
438,FAGU.GRA,10,0,0.01,0.01,2,2
439,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
439,FAGU.GRA,2,0,0.349,0.5,2.031,2
439,FAGU.GRA,3,0,0.225,0.144,1.154,2
439,FAGU.GRA,4,0,0.23,0.144,2.029,2
439,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
439,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
439,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
439,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
439,FAGU.GRA,9,0,0.047,0.072,2.004,2
439,FAGU.GRA,10,0,0.01,0.01,2,2
440,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
440,FAGU.GRA,2,0,0.349,0.5,2.031,2
440,FAGU.GRA,3,0,0.225,0.144,1.154,2
440,FAGU.GRA,4,0,0.23,0.144,2.029,2
440,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
440,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
440,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
440,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
440,FAGU.GRA,9,0,0.047,0.072,2.004,2
440,FAGU.GRA,10,0,0.01,0.01,2,2
441,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
441,FAGU.GRA,2,0,0.349,0.5,2.031,2
441,FAGU.GRA,3,0,0.225,0.144,1.154,2
441,FAGU.GRA,4,0,0.23,0.144,2.029,2
441,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
441,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
441,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
441,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
441,FAGU.GRA,9,0,0.047,0.072,2.004,2
441,FAGU.GRA,10,0,0.01,0.01,2,2
443,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
443,FAGU.GRA,2,0,0.349,0.5,2.031,2
443,FAGU.GRA,3,0,0.225,0.144,1.154,2
443,FAGU.GRA,4,0,0.23,0.144,2.029,2
443,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
443,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
443,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
443,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
443,FAGU.GRA,9,0,0.047,0.072,2.004,2
443,FAGU.GRA,10,0,0.01,0.01,2,2
444,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
444,FAGU.GRA,2,0,0.349,0.5,2.031,2
444,FAGU.GRA,3,0,0.225,0.144,1.154,2
444,FAGU.GRA,4,0,0.23,0.144,2.029,2
444,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
444,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
444,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
444,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
444,FAGU.GRA,9,0,0.047,0.072,2.004,2
444,FAGU.GRA,10,0,0.01,0.01,2,2
445,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
445,FAGU.GRA,2,0,0.349,0.5,2.031,2
445,FAGU.GRA,3,0,0.225,0.144,1.154,2
445,FAGU.GRA,4,0,0.23,0.144,2.029,2
445,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
445,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
445,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
445,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
445,FAGU.GRA,9,0,0.047,0.072,2.004,2
445,FAGU.GRA,10,0,0.01,0.01,2,2
446,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
446,FAGU.GRA,2,0,0.349,0.5,2.031,2
446,FAGU.GRA,3,0,0.225,0.144,1.154,2
446,FAGU.GRA,4,0,0.23,0.144,2.029,2
446,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
446,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
446,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
446,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
446,FAGU.GRA,9,0,0.047,0.072,2.004,2
446,FAGU.GRA,10,0,0.01,0.01,2,2
448,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
448,FAGU.GRA,2,0,0.349,0.5,2.031,2
448,FAGU.GRA,3,0,0.225,0.144,1.154,2
448,FAGU.GRA,4,0,0.23,0.144,2.029,2
448,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
448,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
448,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
448,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
448,FAGU.GRA,9,0,0.047,0.072,2.004,2
448,FAGU.GRA,10,0,0.01,0.01,2,2
449,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
449,FAGU.GRA,2,0,0.349,0.5,2.031,2
449,FAGU.GRA,3,0,0.225,0.144,1.154,2
449,FAGU.GRA,4,0,0.23,0.144,2.029,2
449,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
449,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
449,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
449,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
449,FAGU.GRA,9,0,0.047,0.072,2.004,2
449,FAGU.GRA,10,0,0.01,0.01,2,2
451,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
451,FAGU.GRA,2,0,0.349,0.5,2.031,2
451,FAGU.GRA,3,0,0.225,0.144,1.154,2
451,FAGU.GRA,4,0,0.23,0.144,2.029,2
451,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
451,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
451,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
451,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
451,FAGU.GRA,9,0,0.047,0.072,2.004,2
451,FAGU.GRA,10,0,0.01,0.01,2,2
453,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
453,FAGU.GRA,2,0,0.349,0.5,2.031,2
453,FAGU.GRA,3,0,0.225,0.144,1.154,2
453,FAGU.GRA,4,0,0.23,0.144,2.029,2
453,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
453,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
453,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
453,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
453,FAGU.GRA,9,0,0.047,0.072,2.004,2
453,FAGU.GRA,10,0,0.01,0.01,2,2
462,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
462,FAGU.GRA,2,0,0.349,0.5,2.031,2
462,FAGU.GRA,3,0,0.225,0.144,1.154,2
462,FAGU.GRA,4,0,0.23,0.144,2.029,2
462,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
462,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
462,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
462,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
462,FAGU.GRA,9,0,0.047,0.072,2.004,2
462,FAGU.GRA,10,0,0.01,0.01,2,2
468,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
468,FAGU.GRA,2,0,0.349,0.5,2.031,2
468,FAGU.GRA,3,0,0.225,0.144,1.154,2
468,FAGU.GRA,4,0,0.23,0.144,2.029,2
468,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
468,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
468,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
468,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
468,FAGU.GRA,9,0,0.047,0.072,2.004,2
468,FAGU.GRA,10,0,0.01,0.01,2,2
469,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
469,FAGU.GRA,2,0,0.349,0.5,2.031,2
469,FAGU.GRA,3,0,0.225,0.144,1.154,2
469,FAGU.GRA,4,0,0.23,0.144,2.029,2
469,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
469,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
469,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
469,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
469,FAGU.GRA,9,0,0.047,0.072,2.004,2
469,FAGU.GRA,10,0,0.01,0.01,2,2
471,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
471,FAGU.GRA,2,0,0.349,0.5,2.031,2
471,FAGU.GRA,3,0,0.225,0.144,1.154,2
471,FAGU.GRA,4,0,0.23,0.144,2.029,2
471,FAGU.GRA,5,0.076,0.064,0.037,1.534,2
471,FAGU.GRA,6,0.022,0.022,0.015,2.14,2.65
471,FAGU.GRA,7,0.004,0.004,0.003,1.231,1
471,FAGU.GRA,8,0.014,0.014,0.019,1.83,2
471,FAGU.GRA,9,0,0.047,0.072,2.004,2
471,FAGU.GRA,10,0,0.01,0.01,2,2
472,FAGU.GRA,1,0.32,0.345,0.355,2.415,2.65
