landtype,spp,poolID,decayRate_litReview,decayRate_Hararuk,decayRate_CBM,q10_Hararuk,q10_CBM
462,POPU.TRE,1,0,0.345,0.355,2.415,2.65
462,POPU.TRE,2,0,0.349,0.5,2.031,2
462,POPU.TRE,3,0,0.225,0.144,1.154,2
462,POPU.TRE,4,0,0.23,0.144,2.029,2
462,POPU.TRE,5,0.064,0.064,0.037,1.534,2
462,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
462,POPU.TRE,7,0.004,0.004,0.003,1.231,1
462,POPU.TRE,8,0.08,0.014,0.019,1.83,2
462,POPU.TRE,9,0,0.047,0.072,2.004,2
462,POPU.TRE,10,0,0.01,0.01,2,2
468,POPU.TRE,1,0,0.345,0.355,2.415,2.65
468,POPU.TRE,2,0,0.349,0.5,2.031,2
468,POPU.TRE,3,0,0.225,0.144,1.154,2
468,POPU.TRE,4,0,0.23,0.144,2.029,2
468,POPU.TRE,5,0.064,0.064,0.037,1.534,2
468,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
468,POPU.TRE,7,0.004,0.004,0.003,1.231,1
468,POPU.TRE,8,0.08,0.014,0.019,1.83,2
468,POPU.TRE,9,0,0.047,0.072,2.004,2
468,POPU.TRE,10,0,0.01,0.01,2,2
469,POPU.TRE,1,0,0.345,0.355,2.415,2.65
469,POPU.TRE,2,0,0.349,0.5,2.031,2
469,POPU.TRE,3,0,0.225,0.144,1.154,2
469,POPU.TRE,4,0,0.23,0.144,2.029,2
469,POPU.TRE,5,0.064,0.064,0.037,1.534,2
469,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
469,POPU.TRE,7,0.004,0.004,0.003,1.231,1
469,POPU.TRE,8,0.08,0.014,0.019,1.83,2
469,POPU.TRE,9,0,0.047,0.072,2.004,2
469,POPU.TRE,10,0,0.01,0.01,2,2
471,POPU.TRE,1,0,0.345,0.355,2.415,2.65
471,POPU.TRE,2,0,0.349,0.5,2.031,2
471,POPU.TRE,3,0,0.225,0.144,1.154,2
471,POPU.TRE,4,0,0.23,0.144,2.029,2
471,POPU.TRE,5,0.064,0.064,0.037,1.534,2
471,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
471,POPU.TRE,7,0.004,0.004,0.003,1.231,1
471,POPU.TRE,8,0.08,0.014,0.019,1.83,2
471,POPU.TRE,9,0,0.047,0.072,2.004,2
471,POPU.TRE,10,0,0.01,0.01,2,2
472,POPU.TRE,1,0,0.345,0.355,2.415,2.65
472,POPU.TRE,2,0,0.349,0.5,2.031,2
472,POPU.TRE,3,0,0.225,0.144,1.154,2
472,POPU.TRE,4,0,0.23,0.144,2.029,2
472,POPU.TRE,5,0.064,0.064,0.037,1.534,2
472,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
472,POPU.TRE,7,0.004,0.004,0.003,1.231,1
472,POPU.TRE,8,0.08,0.014,0.019,1.83,2
472,POPU.TRE,9,0,0.047,0.072,2.004,2
472,POPU.TRE,10,0,0.01,0.01,2,2
473,POPU.TRE,1,0,0.345,0.355,2.415,2.65
473,POPU.TRE,2,0,0.349,0.5,2.031,2
473,POPU.TRE,3,0,0.225,0.144,1.154,2
473,POPU.TRE,4,0,0.23,0.144,2.029,2
473,POPU.TRE,5,0.064,0.064,0.037,1.534,2
473,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
473,POPU.TRE,7,0.004,0.004,0.003,1.231,1
473,POPU.TRE,8,0.08,0.014,0.019,1.83,2
473,POPU.TRE,9,0,0.047,0.072,2.004,2
473,POPU.TRE,10,0,0.01,0.01,2,2
474,POPU.TRE,1,0,0.345,0.355,2.415,2.65
474,POPU.TRE,2,0,0.349,0.5,2.031,2
474,POPU.TRE,3,0,0.225,0.144,1.154,2
474,POPU.TRE,4,0,0.23,0.144,2.029,2
474,POPU.TRE,5,0.064,0.064,0.037,1.534,2
474,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
474,POPU.TRE,7,0.004,0.004,0.003,1.231,1
474,POPU.TRE,8,0.08,0.014,0.019,1.83,2
474,POPU.TRE,9,0,0.047,0.072,2.004,2
474,POPU.TRE,10,0,0.01,0.01,2,2
475,POPU.TRE,1,0,0.345,0.355,2.415,2.65
475,POPU.TRE,2,0,0.349,0.5,2.031,2
475,POPU.TRE,3,0,0.225,0.144,1.154,2
475,POPU.TRE,4,0,0.23,0.144,2.029,2
475,POPU.TRE,5,0.064,0.064,0.037,1.534,2
475,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
475,POPU.TRE,7,0.004,0.004,0.003,1.231,1
475,POPU.TRE,8,0.08,0.014,0.019,1.83,2
475,POPU.TRE,9,0,0.047,0.072,2.004,2
475,POPU.TRE,10,0,0.01,0.01,2,2
477,POPU.TRE,1,0,0.345,0.355,2.415,2.65
477,POPU.TRE,2,0,0.349,0.5,2.031,2
477,POPU.TRE,3,0,0.225,0.144,1.154,2
477,POPU.TRE,4,0,0.23,0.144,2.029,2
477,POPU.TRE,5,0.064,0.064,0.037,1.534,2
477,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
477,POPU.TRE,7,0.004,0.004,0.003,1.231,1
477,POPU.TRE,8,0.08,0.014,0.019,1.83,2
477,POPU.TRE,9,0,0.047,0.072,2.004,2
477,POPU.TRE,10,0,0.01,0.01,2,2
478,POPU.TRE,1,0,0.345,0.355,2.415,2.65
478,POPU.TRE,2,0,0.349,0.5,2.031,2
478,POPU.TRE,3,0,0.225,0.144,1.154,2
478,POPU.TRE,4,0,0.23,0.144,2.029,2
478,POPU.TRE,5,0.064,0.064,0.037,1.534,2
478,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
478,POPU.TRE,7,0.004,0.004,0.003,1.231,1
478,POPU.TRE,8,0.08,0.014,0.019,1.83,2
478,POPU.TRE,9,0,0.047,0.072,2.004,2
478,POPU.TRE,10,0,0.01,0.01,2,2
479,POPU.TRE,1,0,0.345,0.355,2.415,2.65
479,POPU.TRE,2,0,0.349,0.5,2.031,2
479,POPU.TRE,3,0,0.225,0.144,1.154,2
479,POPU.TRE,4,0,0.23,0.144,2.029,2
479,POPU.TRE,5,0.064,0.064,0.037,1.534,2
479,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
479,POPU.TRE,7,0.004,0.004,0.003,1.231,1
479,POPU.TRE,8,0.08,0.014,0.019,1.83,2
479,POPU.TRE,9,0,0.047,0.072,2.004,2
479,POPU.TRE,10,0,0.01,0.01,2,2
480,POPU.TRE,1,0,0.345,0.355,2.415,2.65
480,POPU.TRE,2,0,0.349,0.5,2.031,2
480,POPU.TRE,3,0,0.225,0.144,1.154,2
480,POPU.TRE,4,0,0.23,0.144,2.029,2
480,POPU.TRE,5,0.064,0.064,0.037,1.534,2
480,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
480,POPU.TRE,7,0.004,0.004,0.003,1.231,1
480,POPU.TRE,8,0.08,0.014,0.019,1.83,2
480,POPU.TRE,9,0,0.047,0.072,2.004,2
480,POPU.TRE,10,0,0.01,0.01,2,2
481,POPU.TRE,1,0,0.345,0.355,2.415,2.65
481,POPU.TRE,2,0,0.349,0.5,2.031,2
481,POPU.TRE,3,0,0.225,0.144,1.154,2
481,POPU.TRE,4,0,0.23,0.144,2.029,2
481,POPU.TRE,5,0.064,0.064,0.037,1.534,2
481,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
481,POPU.TRE,7,0.004,0.004,0.003,1.231,1
481,POPU.TRE,8,0.08,0.014,0.019,1.83,2
481,POPU.TRE,9,0,0.047,0.072,2.004,2
481,POPU.TRE,10,0,0.01,0.01,2,2
484,POPU.TRE,1,0,0.345,0.355,2.415,2.65
484,POPU.TRE,2,0,0.349,0.5,2.031,2
484,POPU.TRE,3,0,0.225,0.144,1.154,2
484,POPU.TRE,4,0,0.23,0.144,2.029,2
484,POPU.TRE,5,0.064,0.064,0.037,1.534,2
484,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
484,POPU.TRE,7,0.004,0.004,0.003,1.231,1
484,POPU.TRE,8,0.08,0.014,0.019,1.83,2
484,POPU.TRE,9,0,0.047,0.072,2.004,2
484,POPU.TRE,10,0,0.01,0.01,2,2
485,POPU.TRE,1,0,0.345,0.355,2.415,2.65
485,POPU.TRE,2,0,0.349,0.5,2.031,2
485,POPU.TRE,3,0,0.225,0.144,1.154,2
485,POPU.TRE,4,0,0.23,0.144,2.029,2
485,POPU.TRE,5,0.064,0.064,0.037,1.534,2
485,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
485,POPU.TRE,7,0.004,0.004,0.003,1.231,1
485,POPU.TRE,8,0.08,0.014,0.019,1.83,2
485,POPU.TRE,9,0,0.047,0.072,2.004,2
485,POPU.TRE,10,0,0.01,0.01,2,2
487,POPU.TRE,1,0,0.345,0.355,2.415,2.65
487,POPU.TRE,2,0,0.349,0.5,2.031,2
487,POPU.TRE,3,0,0.225,0.144,1.154,2
487,POPU.TRE,4,0,0.23,0.144,2.029,2
487,POPU.TRE,5,0.064,0.064,0.037,1.534,2
487,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
487,POPU.TRE,7,0.004,0.004,0.003,1.231,1
487,POPU.TRE,8,0.08,0.014,0.019,1.83,2
487,POPU.TRE,9,0,0.047,0.072,2.004,2
487,POPU.TRE,10,0,0.01,0.01,2,2
522,POPU.TRE,1,0,0.345,0.355,2.415,2.65
522,POPU.TRE,2,0,0.349,0.5,2.031,2
522,POPU.TRE,3,0,0.225,0.144,1.154,2
522,POPU.TRE,4,0,0.23,0.144,2.029,2
522,POPU.TRE,5,0.064,0.064,0.037,1.534,2
522,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
522,POPU.TRE,7,0.004,0.004,0.003,1.231,1
522,POPU.TRE,8,0.08,0.014,0.019,1.83,2
522,POPU.TRE,9,0,0.047,0.072,2.004,2
522,POPU.TRE,10,0,0.01,0.01,2,2
528,POPU.TRE,1,0,0.345,0.355,2.415,2.65
528,POPU.TRE,2,0,0.349,0.5,2.031,2
528,POPU.TRE,3,0,0.225,0.144,1.154,2
528,POPU.TRE,4,0,0.23,0.144,2.029,2
528,POPU.TRE,5,0.064,0.064,0.037,1.534,2
528,POPU.TRE,6,0.022,0.022,0.015,2.14,2.65
528,POPU.TRE,7,0.004,0.004,0.003,1.231,1
528,POPU.TRE,8,0.08,0.014,0.019,1.83,2
528,POPU.TRE,9,0,0.047,0.072,2.004,2
528,POPU.TRE,10,0,0.01,0.01,2,2
432,QUER.RUB,1,0,0.345,0.355,2.415,2.65
432,QUER.RUB,2,2.31,0.349,0.5,2.031,2
432,QUER.RUB,3,0.215,0.225,0.144,1.154,2
432,QUER.RUB,4,0,0.23,0.144,2.029,2
432,QUER.RUB,5,0.056,0.064,0.037,1.534,2
432,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
432,QUER.RUB,7,0.004,0.004,0.003,1.231,1
432,QUER.RUB,8,0.014,0.014,0.019,1.83,2
432,QUER.RUB,9,0,0.047,0.072,2.004,2
432,QUER.RUB,10,0,0.01,0.01,2,2
433,QUER.RUB,1,0,0.345,0.355,2.415,2.65
433,QUER.RUB,2,2.31,0.349,0.5,2.031,2
433,QUER.RUB,3,0.215,0.225,0.144,1.154,2
433,QUER.RUB,4,0,0.23,0.144,2.029,2
433,QUER.RUB,5,0.056,0.064,0.037,1.534,2
433,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
433,QUER.RUB,7,0.004,0.004,0.003,1.231,1
433,QUER.RUB,8,0.014,0.014,0.019,1.83,2
433,QUER.RUB,9,0,0.047,0.072,2.004,2
433,QUER.RUB,10,0,0.01,0.01,2,2
434,QUER.RUB,1,0,0.345,0.355,2.415,2.65
434,QUER.RUB,2,2.31,0.349,0.5,2.031,2
434,QUER.RUB,3,0.215,0.225,0.144,1.154,2
434,QUER.RUB,4,0,0.23,0.144,2.029,2
434,QUER.RUB,5,0.056,0.064,0.037,1.534,2
434,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
434,QUER.RUB,7,0.004,0.004,0.003,1.231,1
434,QUER.RUB,8,0.014,0.014,0.019,1.83,2
434,QUER.RUB,9,0,0.047,0.072,2.004,2
434,QUER.RUB,10,0,0.01,0.01,2,2
435,QUER.RUB,1,0,0.345,0.355,2.415,2.65
435,QUER.RUB,2,2.31,0.349,0.5,2.031,2
435,QUER.RUB,3,0.215,0.225,0.144,1.154,2
435,QUER.RUB,4,0,0.23,0.144,2.029,2
435,QUER.RUB,5,0.056,0.064,0.037,1.534,2
435,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
435,QUER.RUB,7,0.004,0.004,0.003,1.231,1
435,QUER.RUB,8,0.014,0.014,0.019,1.83,2
435,QUER.RUB,9,0,0.047,0.072,2.004,2
435,QUER.RUB,10,0,0.01,0.01,2,2
436,QUER.RUB,1,0,0.345,0.355,2.415,2.65
436,QUER.RUB,2,2.31,0.349,0.5,2.031,2
436,QUER.RUB,3,0.215,0.225,0.144,1.154,2
436,QUER.RUB,4,0,0.23,0.144,2.029,2
436,QUER.RUB,5,0.056,0.064,0.037,1.534,2
436,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
436,QUER.RUB,7,0.004,0.004,0.003,1.231,1
436,QUER.RUB,8,0.014,0.014,0.019,1.83,2
436,QUER.RUB,9,0,0.047,0.072,2.004,2
436,QUER.RUB,10,0,0.01,0.01,2,2
437,QUER.RUB,1,0,0.345,0.355,2.415,2.65
437,QUER.RUB,2,2.31,0.349,0.5,2.031,2
437,QUER.RUB,3,0.215,0.225,0.144,1.154,2
437,QUER.RUB,4,0,0.23,0.144,2.029,2
437,QUER.RUB,5,0.056,0.064,0.037,1.534,2
437,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
437,QUER.RUB,7,0.004,0.004,0.003,1.231,1
437,QUER.RUB,8,0.014,0.014,0.019,1.83,2
437,QUER.RUB,9,0,0.047,0.072,2.004,2
437,QUER.RUB,10,0,0.01,0.01,2,2
438,QUER.RUB,1,0,0.345,0.355,2.415,2.65
438,QUER.RUB,2,2.31,0.349,0.5,2.031,2
438,QUER.RUB,3,0.215,0.225,0.144,1.154,2
438,QUER.RUB,4,0,0.23,0.144,2.029,2
438,QUER.RUB,5,0.056,0.064,0.037,1.534,2
438,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
438,QUER.RUB,7,0.004,0.004,0.003,1.231,1
438,QUER.RUB,8,0.014,0.014,0.019,1.83,2
438,QUER.RUB,9,0,0.047,0.072,2.004,2
438,QUER.RUB,10,0,0.01,0.01,2,2
439,QUER.RUB,1,0,0.345,0.355,2.415,2.65
439,QUER.RUB,2,2.31,0.349,0.5,2.031,2
439,QUER.RUB,3,0.215,0.225,0.144,1.154,2
439,QUER.RUB,4,0,0.23,0.144,2.029,2
439,QUER.RUB,5,0.056,0.064,0.037,1.534,2
439,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
439,QUER.RUB,7,0.004,0.004,0.003,1.231,1
439,QUER.RUB,8,0.014,0.014,0.019,1.83,2
439,QUER.RUB,9,0,0.047,0.072,2.004,2
439,QUER.RUB,10,0,0.01,0.01,2,2
440,QUER.RUB,1,0,0.345,0.355,2.415,2.65
440,QUER.RUB,2,2.31,0.349,0.5,2.031,2
440,QUER.RUB,3,0.215,0.225,0.144,1.154,2
440,QUER.RUB,4,0,0.23,0.144,2.029,2
440,QUER.RUB,5,0.056,0.064,0.037,1.534,2
440,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
440,QUER.RUB,7,0.004,0.004,0.003,1.231,1
440,QUER.RUB,8,0.014,0.014,0.019,1.83,2
440,QUER.RUB,9,0,0.047,0.072,2.004,2
440,QUER.RUB,10,0,0.01,0.01,2,2
441,QUER.RUB,1,0,0.345,0.355,2.415,2.65
441,QUER.RUB,2,2.31,0.349,0.5,2.031,2
441,QUER.RUB,3,0.215,0.225,0.144,1.154,2
441,QUER.RUB,4,0,0.23,0.144,2.029,2
441,QUER.RUB,5,0.056,0.064,0.037,1.534,2
441,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
441,QUER.RUB,7,0.004,0.004,0.003,1.231,1
441,QUER.RUB,8,0.014,0.014,0.019,1.83,2
441,QUER.RUB,9,0,0.047,0.072,2.004,2
441,QUER.RUB,10,0,0.01,0.01,2,2
443,QUER.RUB,1,0,0.345,0.355,2.415,2.65
443,QUER.RUB,2,2.31,0.349,0.5,2.031,2
443,QUER.RUB,3,0.215,0.225,0.144,1.154,2
443,QUER.RUB,4,0,0.23,0.144,2.029,2
443,QUER.RUB,5,0.056,0.064,0.037,1.534,2
443,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
443,QUER.RUB,7,0.004,0.004,0.003,1.231,1
443,QUER.RUB,8,0.014,0.014,0.019,1.83,2
443,QUER.RUB,9,0,0.047,0.072,2.004,2
443,QUER.RUB,10,0,0.01,0.01,2,2
444,QUER.RUB,1,0,0.345,0.355,2.415,2.65
444,QUER.RUB,2,2.31,0.349,0.5,2.031,2
444,QUER.RUB,3,0.215,0.225,0.144,1.154,2
444,QUER.RUB,4,0,0.23,0.144,2.029,2
444,QUER.RUB,5,0.056,0.064,0.037,1.534,2
444,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
444,QUER.RUB,7,0.004,0.004,0.003,1.231,1
444,QUER.RUB,8,0.014,0.014,0.019,1.83,2
444,QUER.RUB,9,0,0.047,0.072,2.004,2
444,QUER.RUB,10,0,0.01,0.01,2,2
445,QUER.RUB,1,0,0.345,0.355,2.415,2.65
445,QUER.RUB,2,2.31,0.349,0.5,2.031,2
445,QUER.RUB,3,0.215,0.225,0.144,1.154,2
445,QUER.RUB,4,0,0.23,0.144,2.029,2
445,QUER.RUB,5,0.056,0.064,0.037,1.534,2
445,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
445,QUER.RUB,7,0.004,0.004,0.003,1.231,1
445,QUER.RUB,8,0.014,0.014,0.019,1.83,2
445,QUER.RUB,9,0,0.047,0.072,2.004,2
445,QUER.RUB,10,0,0.01,0.01,2,2
446,QUER.RUB,1,0,0.345,0.355,2.415,2.65
446,QUER.RUB,2,2.31,0.349,0.5,2.031,2
446,QUER.RUB,3,0.215,0.225,0.144,1.154,2
446,QUER.RUB,4,0,0.23,0.144,2.029,2
446,QUER.RUB,5,0.056,0.064,0.037,1.534,2
446,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
446,QUER.RUB,7,0.004,0.004,0.003,1.231,1
446,QUER.RUB,8,0.014,0.014,0.019,1.83,2
446,QUER.RUB,9,0,0.047,0.072,2.004,2
446,QUER.RUB,10,0,0.01,0.01,2,2
448,QUER.RUB,1,0,0.345,0.355,2.415,2.65
448,QUER.RUB,2,2.31,0.349,0.5,2.031,2
448,QUER.RUB,3,0.215,0.225,0.144,1.154,2
448,QUER.RUB,4,0,0.23,0.144,2.029,2
448,QUER.RUB,5,0.056,0.064,0.037,1.534,2
448,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
448,QUER.RUB,7,0.004,0.004,0.003,1.231,1
448,QUER.RUB,8,0.014,0.014,0.019,1.83,2
448,QUER.RUB,9,0,0.047,0.072,2.004,2
448,QUER.RUB,10,0,0.01,0.01,2,2
449,QUER.RUB,1,0,0.345,0.355,2.415,2.65
449,QUER.RUB,2,2.31,0.349,0.5,2.031,2
449,QUER.RUB,3,0.215,0.225,0.144,1.154,2
449,QUER.RUB,4,0,0.23,0.144,2.029,2
449,QUER.RUB,5,0.056,0.064,0.037,1.534,2
449,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
449,QUER.RUB,7,0.004,0.004,0.003,1.231,1
449,QUER.RUB,8,0.014,0.014,0.019,1.83,2
449,QUER.RUB,9,0,0.047,0.072,2.004,2
449,QUER.RUB,10,0,0.01,0.01,2,2
451,QUER.RUB,1,0,0.345,0.355,2.415,2.65
451,QUER.RUB,2,2.31,0.349,0.5,2.031,2
451,QUER.RUB,3,0.215,0.225,0.144,1.154,2
451,QUER.RUB,4,0,0.23,0.144,2.029,2
451,QUER.RUB,5,0.056,0.064,0.037,1.534,2
451,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
451,QUER.RUB,7,0.004,0.004,0.003,1.231,1
451,QUER.RUB,8,0.014,0.014,0.019,1.83,2
451,QUER.RUB,9,0,0.047,0.072,2.004,2
451,QUER.RUB,10,0,0.01,0.01,2,2
453,QUER.RUB,1,0,0.345,0.355,2.415,2.65
453,QUER.RUB,2,2.31,0.349,0.5,2.031,2
453,QUER.RUB,3,0.215,0.225,0.144,1.154,2
453,QUER.RUB,4,0,0.23,0.144,2.029,2
453,QUER.RUB,5,0.056,0.064,0.037,1.534,2
453,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
453,QUER.RUB,7,0.004,0.004,0.003,1.231,1
453,QUER.RUB,8,0.014,0.014,0.019,1.83,2
453,QUER.RUB,9,0,0.047,0.072,2.004,2
453,QUER.RUB,10,0,0.01,0.01,2,2
462,QUER.RUB,1,0,0.345,0.355,2.415,2.65
462,QUER.RUB,2,2.31,0.349,0.5,2.031,2
462,QUER.RUB,3,0.215,0.225,0.144,1.154,2
462,QUER.RUB,4,0,0.23,0.144,2.029,2
462,QUER.RUB,5,0.056,0.064,0.037,1.534,2
462,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
462,QUER.RUB,7,0.004,0.004,0.003,1.231,1
462,QUER.RUB,8,0.014,0.014,0.019,1.83,2
462,QUER.RUB,9,0,0.047,0.072,2.004,2
462,QUER.RUB,10,0,0.01,0.01,2,2
468,QUER.RUB,1,0,0.345,0.355,2.415,2.65
468,QUER.RUB,2,2.31,0.349,0.5,2.031,2
468,QUER.RUB,3,0.215,0.225,0.144,1.154,2
468,QUER.RUB,4,0,0.23,0.144,2.029,2
468,QUER.RUB,5,0.056,0.064,0.037,1.534,2
468,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
468,QUER.RUB,7,0.004,0.004,0.003,1.231,1
468,QUER.RUB,8,0.014,0.014,0.019,1.83,2
468,QUER.RUB,9,0,0.047,0.072,2.004,2
468,QUER.RUB,10,0,0.01,0.01,2,2
469,QUER.RUB,1,0,0.345,0.355,2.415,2.65
469,QUER.RUB,2,2.31,0.349,0.5,2.031,2
469,QUER.RUB,3,0.215,0.225,0.144,1.154,2
469,QUER.RUB,4,0,0.23,0.144,2.029,2
469,QUER.RUB,5,0.056,0.064,0.037,1.534,2
469,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
469,QUER.RUB,7,0.004,0.004,0.003,1.231,1
469,QUER.RUB,8,0.014,0.014,0.019,1.83,2
469,QUER.RUB,9,0,0.047,0.072,2.004,2
469,QUER.RUB,10,0,0.01,0.01,2,2
471,QUER.RUB,1,0,0.345,0.355,2.415,2.65
471,QUER.RUB,2,2.31,0.349,0.5,2.031,2
471,QUER.RUB,3,0.215,0.225,0.144,1.154,2
471,QUER.RUB,4,0,0.23,0.144,2.029,2
471,QUER.RUB,5,0.056,0.064,0.037,1.534,2
471,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
471,QUER.RUB,7,0.004,0.004,0.003,1.231,1
471,QUER.RUB,8,0.014,0.014,0.019,1.83,2
471,QUER.RUB,9,0,0.047,0.072,2.004,2
471,QUER.RUB,10,0,0.01,0.01,2,2
472,QUER.RUB,1,0,0.345,0.355,2.415,2.65
472,QUER.RUB,2,2.31,0.349,0.5,2.031,2
472,QUER.RUB,3,0.215,0.225,0.144,1.154,2
472,QUER.RUB,4,0,0.23,0.144,2.029,2
472,QUER.RUB,5,0.056,0.064,0.037,1.534,2
472,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
472,QUER.RUB,7,0.004,0.004,0.003,1.231,1
472,QUER.RUB,8,0.014,0.014,0.019,1.83,2
472,QUER.RUB,9,0,0.047,0.072,2.004,2
472,QUER.RUB,10,0,0.01,0.01,2,2
473,QUER.RUB,1,0,0.345,0.355,2.415,2.65
473,QUER.RUB,2,2.31,0.349,0.5,2.031,2
473,QUER.RUB,3,0.215,0.225,0.144,1.154,2
473,QUER.RUB,4,0,0.23,0.144,2.029,2
473,QUER.RUB,5,0.056,0.064,0.037,1.534,2
473,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
473,QUER.RUB,7,0.004,0.004,0.003,1.231,1
473,QUER.RUB,8,0.014,0.014,0.019,1.83,2
473,QUER.RUB,9,0,0.047,0.072,2.004,2
473,QUER.RUB,10,0,0.01,0.01,2,2
474,QUER.RUB,1,0,0.345,0.355,2.415,2.65
474,QUER.RUB,2,2.31,0.349,0.5,2.031,2
474,QUER.RUB,3,0.215,0.225,0.144,1.154,2
474,QUER.RUB,4,0,0.23,0.144,2.029,2
474,QUER.RUB,5,0.056,0.064,0.037,1.534,2
474,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
474,QUER.RUB,7,0.004,0.004,0.003,1.231,1
474,QUER.RUB,8,0.014,0.014,0.019,1.83,2
474,QUER.RUB,9,0,0.047,0.072,2.004,2
474,QUER.RUB,10,0,0.01,0.01,2,2
475,QUER.RUB,1,0,0.345,0.355,2.415,2.65
475,QUER.RUB,2,2.31,0.349,0.5,2.031,2
475,QUER.RUB,3,0.215,0.225,0.144,1.154,2
475,QUER.RUB,4,0,0.23,0.144,2.029,2
475,QUER.RUB,5,0.056,0.064,0.037,1.534,2
475,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
475,QUER.RUB,7,0.004,0.004,0.003,1.231,1
475,QUER.RUB,8,0.014,0.014,0.019,1.83,2
475,QUER.RUB,9,0,0.047,0.072,2.004,2
475,QUER.RUB,10,0,0.01,0.01,2,2
477,QUER.RUB,1,0,0.345,0.355,2.415,2.65
477,QUER.RUB,2,2.31,0.349,0.5,2.031,2
477,QUER.RUB,3,0.215,0.225,0.144,1.154,2
477,QUER.RUB,4,0,0.23,0.144,2.029,2
477,QUER.RUB,5,0.056,0.064,0.037,1.534,2
477,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
477,QUER.RUB,7,0.004,0.004,0.003,1.231,1
477,QUER.RUB,8,0.014,0.014,0.019,1.83,2
477,QUER.RUB,9,0,0.047,0.072,2.004,2
477,QUER.RUB,10,0,0.01,0.01,2,2
478,QUER.RUB,1,0,0.345,0.355,2.415,2.65
478,QUER.RUB,2,2.31,0.349,0.5,2.031,2
478,QUER.RUB,3,0.215,0.225,0.144,1.154,2
478,QUER.RUB,4,0,0.23,0.144,2.029,2
478,QUER.RUB,5,0.056,0.064,0.037,1.534,2
478,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
478,QUER.RUB,7,0.004,0.004,0.003,1.231,1
478,QUER.RUB,8,0.014,0.014,0.019,1.83,2
478,QUER.RUB,9,0,0.047,0.072,2.004,2
478,QUER.RUB,10,0,0.01,0.01,2,2
479,QUER.RUB,1,0,0.345,0.355,2.415,2.65
479,QUER.RUB,2,2.31,0.349,0.5,2.031,2
479,QUER.RUB,3,0.215,0.225,0.144,1.154,2
479,QUER.RUB,4,0,0.23,0.144,2.029,2
479,QUER.RUB,5,0.056,0.064,0.037,1.534,2
479,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
479,QUER.RUB,7,0.004,0.004,0.003,1.231,1
479,QUER.RUB,8,0.014,0.014,0.019,1.83,2
479,QUER.RUB,9,0,0.047,0.072,2.004,2
479,QUER.RUB,10,0,0.01,0.01,2,2
480,QUER.RUB,1,0,0.345,0.355,2.415,2.65
480,QUER.RUB,2,2.31,0.349,0.5,2.031,2
480,QUER.RUB,3,0.215,0.225,0.144,1.154,2
480,QUER.RUB,4,0,0.23,0.144,2.029,2
480,QUER.RUB,5,0.056,0.064,0.037,1.534,2
480,QUER.RUB,6,0.022,0.022,0.015,2.14,2.65
