"simID","areaName","scenario","mgmtScenario","mgmtScenarioName","ND_scenario","ND_scenarioName","wind","BDA","fire","replicate","Time","species","BioToFPS_tonnesCTotal","areaManagedTotal_ha","areaHarvestedTotal_ha"
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"ABIE.BAL",24577.31,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"ACER.RUB",7547.8,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"ACER.SAH",9819.87,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"BETU.ALL",8653.89,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"BETU.PAP",73391.12,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"FAGU.GRA",0.07,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"LARI.LAR",61.92,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PICE.GLA",563412.82,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PICE.MAR",118931.74,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PICE.RUB",25320.17,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PINU.BAN",6428.79,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PINU.RES",610.26,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PINU.STR",18431.16,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"POPU.TRE",86246.52,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"QUER.RUB",74.3,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"THUJ.SPP.ALL",54474.93,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,1,"TSUG.CAN",1745.86,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"ABIE.BAL",29862.17,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"ACER.RUB",17033.06,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"ACER.SAH",2463.43,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"BETU.ALL",26624.16,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"BETU.PAP",150474.75,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"LARI.LAR",220.25,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PICE.GLA",351251.74,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PICE.MAR",214594.45,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PICE.RUB",6446,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PINU.BAN",6287.82,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PINU.STR",921.33,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"POPU.TRE",24878.07,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"QUER.RUB",267.6,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"THUJ.SPP.ALL",14524.34,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,2,"TSUG.CAN",0,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"ABIE.BAL",31336.53,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"ACER.RUB",30261.96,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"ACER.SAH",7546.02,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"BETU.ALL",28508.1,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"BETU.PAP",152324.89,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"LARI.LAR",412.03,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"PICE.GLA",280682,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"PICE.MAR",291159.67,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"PICE.RUB",19341.61,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"PINU.BAN",2917.26,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"PINU.RES",312.03,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"PINU.STR",425.61,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"POPU.TRE",5340.28,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"QUER.RUB",217.39,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"THUJ.SPP.ALL",60268.37,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,3,"TSUG.CAN",0,635243.75,29150
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"ABIE.BAL",35459.82,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"ACER.RUB",14287.79,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"ACER.SAH",10021.54,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"BETU.ALL",58480.04,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"BETU.PAP",77486.09,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"LARI.LAR",254.36,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"PICE.GLA",83028.54,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"PICE.MAR",367544.9,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"PICE.RUB",13931.21,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"PINU.BAN",8448.6,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"PINU.STR",3369.57,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"POPU.TRE",25648.35,635243.75,29162.5
"01","mixedwood-042-51","baseline","generic","generic","Wind","Wind",TRUE,FALSE,FALSE,1,4,"QUER.RUB",293.31,635243.75,29162.5
