"simID","areaName","scenario","mgmtScenario","mgmtScenarioName","ND_scenario","ND_scenarioName","wind","BDA","fire","replicate","Time","species","BioToFPS_tonnesCTotal","areaManagedTotal_ha","areaHarvestedTotal_ha"
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"ABIE.BAL",18530.25,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"ACER.RUB",3780.61,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"ACER.SAH",4780.98,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"BETU.ALL",6254.85,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"BETU.PAP",8008.45,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"FAGU.GRA",0.04,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"LARI.LAR",26.18,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PICE.GLA",343033.58,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PICE.MAR",104359.27,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PICE.RUB",15973.51,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PINU.BAN",2351.2,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PINU.RES",501.92,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"PINU.STR",13438.47,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"POPU.TRE",1963.97,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"QUER.RUB",58.17,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"THUJ.SPP.ALL",43602.64,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,1,"TSUG.CAN",1388.02,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"ABIE.BAL",13914.17,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"ACER.RUB",19900.09,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"ACER.SAH",2185.1,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"BETU.ALL",7591.04,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"BETU.PAP",22694.24,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"FAGU.GRA",0,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"LARI.LAR",390.47,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PICE.GLA",198304.41,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PICE.MAR",234021.53,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PICE.RUB",1846.67,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PINU.BAN",7837.88,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PINU.RES",0,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"PINU.STR",473.84,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"POPU.TRE",2258.6,625256.25,15443.75
"00","mixedwood-042-51","baseline","baseline","baseline","Wind","Wind",TRUE,FALSE,FALSE,1,2,"QUER.RUB",1.77,625256.25,15443.75
